step 0   psnr 12.812593   loss_mse 0.001218    loss_niqe 8374.253455   loss_pi: 8475.669734   loss_nrqm: 9457.716797   loss_clipiqa: 9903.342773   Q1: 0.998662    SX: 0.011610    SY: 0.012227    Q1_t: 1.000000    SX_t: 0.013738    SY_t: 0.013738
step 10   psnr 17.500263   loss_mse 0.000008    loss_niqe 8277.934086   loss_pi: 8362.177938   loss_nrqm: 9603.644531   loss_clipiqa: 9909.204102   Q1: 0.999196    SX: 0.000513    SY: 0.000492    Q1_t: 1.000000    SX_t: 0.000203    SY_t: 0.000203
step 20   psnr 19.929725   loss_mse 0.000012    loss_niqe 8266.975012   loss_pi: 8376.821641   loss_nrqm: 9544.102539   loss_clipiqa: 9904.820312   Q1: 0.995266    SX: 0.000403    SY: 0.000366    Q1_t: 1.000000    SX_t: 0.000184    SY_t: 0.000184
step 30   psnr 21.295025   loss_mse 0.000010    loss_niqe 8356.387890   loss_pi: 8409.422623   loss_nrqm: 9596.949219   loss_clipiqa: 9912.639648   Q1: 0.997803    SX: 0.000711    SY: 0.000666    Q1_t: 1.000000    SX_t: 0.000239    SY_t: 0.000239
step 40   psnr 21.841753   loss_mse 0.000011    loss_niqe 8337.356922   loss_pi: 8402.550833   loss_nrqm: 9593.750977   loss_clipiqa: 9924.926758   Q1: 0.998608    SX: 0.000953    SY: 0.000904    Q1_t: 1.000000    SX_t: 0.000290    SY_t: 0.000290
step 50   psnr 22.521754   loss_mse 0.000011    loss_niqe 8411.352400   loss_pi: 8442.087578   loss_nrqm: 9592.664062   loss_clipiqa: 9931.471680   Q1: 0.999387    SX: 0.001611    SY: 0.001555    Q1_t: 1.000000    SX_t: 0.000406    SY_t: 0.000406
step 60   psnr 22.801717   loss_mse 0.000012    loss_niqe 8416.225818   loss_pi: 8457.506540   loss_nrqm: 9595.101562   loss_clipiqa: 9930.617188   Q1: 0.999739    SX: 0.002594    SY: 0.002536    Q1_t: 1.000000    SX_t: 0.000533    SY_t: 0.000533
step 70   psnr 22.900275   loss_mse 0.000013    loss_niqe 8438.789585   loss_pi: 8455.248397   loss_nrqm: 9597.058594   loss_clipiqa: 9936.312500   Q1: 0.999841    SX: 0.003556    SY: 0.003493    Q1_t: 1.000000    SX_t: 0.000615    SY_t: 0.000615
step 80   psnr 22.997722   loss_mse 0.000013    loss_niqe 8441.168865   loss_pi: 8452.401342   loss_nrqm: 9602.941406   loss_clipiqa: 9941.675781   Q1: 0.999911    SX: 0.004221    SY: 0.004165    Q1_t: 1.000000    SX_t: 0.000668    SY_t: 0.000668
step 90   psnr 22.897698   loss_mse 0.000014    loss_niqe 8471.957242   loss_pi: 8459.902435   loss_nrqm: 9606.953125   loss_clipiqa: 9944.606445   Q1: 0.999969    SX: 0.005035    SY: 0.004995    Q1_t: 1.000000    SX_t: 0.000727    SY_t: 0.000727
step 100   psnr 22.796015   loss_mse 0.000015    loss_niqe 8445.906315   loss_pi: 8441.606084   loss_nrqm: 9609.470703   loss_clipiqa: 9947.089844   Q1: 0.999984    SX: 0.005754    SY: 0.005721    Q1_t: 1.000000    SX_t: 0.000762    SY_t: 0.000762
